refUMAP_1,refUMAP_2,Cell,orig.ident,nCount_RNA,nFeature_RNA,CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,batch,predicted.celltype
-5.56126070022583,5.60434103012085,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,135664522,24029,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000357,JeKo-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mantle_cell_lymphoma,NS,NS,female,,78,,,Asian,,mantle_cell_lymphoma,CCLE,,suspension,RPMI1640+20%FBS,,10%DMSO,,46,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,159.114053,DLBC,CCLE,Prog_B 2
-5.88090085983276,6.00767993927002,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,113767858,23796,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000653,JJN-3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,57,,,Caucasian,,multiple_myeloma,CCLE,DSMZ,single round to oval cells showing  a morphological range from mononuclear to occasionally multinucleated cells growing in suspention,40% Dulbecco's MEM +40% Iscove's MDM + 20% h.i. FBS,,,~  20-35 hrs,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,152.3137588,MM,CCLE,Prog_B 2
-1.69399774074554,-0.72216796875,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,88029366,23032,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000241,JK-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,62,,,Asian,,,CCLE,DSMZ,round single cells growing in suspention (cell pellet shows dedish color hemoglobin),80% RPMI 1640 +20% h.i.FBS,,,~  50 hrs,,CML,CML,Leukemia:CML,122.7622018,LCML,CCLE,Prog_RBC
-5.56149005889893,5.65559387207031,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,184268725,25242,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000151,JM1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,,,,,,Caucasian,,,CCLE,NIBRI,,,,,,,lymphoma_other,B-cell_ALL,Lymphoma:NH_B_cell,101.6673444,DLBC,CCLE,Prog_B 2
-5.59621906280518,5.56998109817505,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,97550525,24090,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000995,JURKAT,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,14,,,Caucasian,,TALL,CCLE,DSMZ,round cells growing singly or in clumps in suspention,90% RPMI 1640 +10% h.i.FBS,2mM L-glutamine,,~  25-35 hrs,,T-cell_ALL,T-cell_ALL,Leukemia:ALL,1452.954999,ALL,CCLE,Prog_B 2
-2.6547384262085,0.496160805225372,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,95900319,23301,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000326,JURL-MK1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,73,,,Caucasian,,,CCLE,DSMZ,round cells growing singly or in small clusters in suspention,90% RPMI1640 +10%h.i. FBS,,,~  48 hrs,,CML,CML,Leukemia:CML,99.11920898,LCML,CCLE,Prog_RBC
-6.06014966964722,6.73950672149658,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,87628177,23462,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000106,JVM-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,female,,63,,,Caucasian,,B-prolymphocytic_leukemia,CCLE,DSMZ,"lymphoblastoid, round to polygonal cells growing in clusters in suspention",90% RPMI 1640 +10% h.i. FBS,,,~  50-70 hrs,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,84.15284963,CLL,CCLE,Plasmablast
-6.22377490997315,6.98450326919556,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,104078002,24429,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000346,JVM-3,primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,male,,73,,,Caucasian,,,CCLE,DSMZ,lymphoblastoid cells growing in clumps in suspention,90% RPMI 1640 + 10% h. i. FBS,,,~  30 hrs,,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,108.0362974,CLL,CCLE,Plasmablast
-2.20095777511597,0.00811138190329075,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,118881232,25496,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000551,K-562,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,Ph_positive,NS,female,,53,,,Caucasian,pleura,leukaemia,CCLE,ATCC,SUSPENSION,RPMI-1640+10%FBS,10mM L-GLUTAMINE,5%DMSO,,53.2,CML,CML,Leukemia:CML,131.2836569,LCML,CCLE,Prog_RBC
-6.60371971130371,-0.876887500286102,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,93525641,23034,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000053,KARPAS-299,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NS,NS,male,,25,,,Caucasian,,CD30+_anaplastic_large_cell_lymphoma,CCLE,ECAAC,"Lymphoblastoid, suspension",RPMI-1640+20% FBS,2mM L-glutamine,5% DMSO,30 hrs,45.5,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,68.12312717,,CCLE,CD4 Memory
-5.57490110397339,5.59832096099854,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,93552220,23132,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000315,KARPAS-422,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,73,,,Caucasian,pleura,,CCLE,DSMZ,supension,RPMI-1640 + 20% FBS,,10%DMSO,,58.5,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,108.0711108,DLBC,CCLE,Prog_B 2
-5.77972984313965,5.90539836883545,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,106012985,25596,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000193,KARPAS-620,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,77,,,Caucasian,,plasma_cell_leukemia,CCLE,DSMZ,single round to polymorph cells growing in suspension,80%RPMI-1640+20% FBS,,10%DMSO,60 hrs,67.6,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,86.34912544,MM,CCLE,Prog_B 2
-4.82107353210449,1.10531544685364,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,116709092,25033,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000263,KASUMI-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,male,,7,asian,japan,Asian,,,CCLE,GNF,,,,,~ 48 - 72 hrs,67.7,AML,AML,Leukemia:AML,118.4482717,LAML,CCLE,Prog_RBC
-5.58548259735107,5.5943603515625,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,84303135,22847,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000728,KASUMI-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,L2,NS,male,,15,,,Asian,,acute lymphoblastic leukemia,CCLE,DSMZ,small round cells growing singly or in small clumps in suspension; some loosely adherent,RPMI-1640+10% FBS,,5%DMSO,30 hrs,48.5,leukemia_other,leukemia_other,Leukemia:ALL,243.9954747,ALL,CCLE,Prog_B 2
-3.45095348358154,0.953237175941467,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,102522796,23474,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000166,Kasumi-6,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,male,,64,asian,,Asian,,,CCLE,ATCC,suspension;dt=55hrs,RPMI-1640+20%FBS,2ng/ml human GM-CSF,5%DMSO,,142.9,AML,AML,Leukemia:AML,131.6466792,LAML,CCLE,Prog_RBC
-3.23344254493713,0.609497547149658,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,103670678,23180,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000983,KCL-22,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,32,,,Asian,pleura,,CCLE,DSMZ,"round, single cells in suspention, sometimes in small clusters",90% RPMI 1640 + 10% h. i. FBS,,,~  24 hrs,,CML,CML,Leukemia:CML,857.8398766,LCML,CCLE,Prog_RBC
-5.64758205413818,5.67852926254273,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,103226795,24129,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000101,KE-37,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,27,,,Caucasian,,,CCLE,DSMZ,,,,,25 hrs,,leukemia_other,leukemia_other,Leukemia:ALL,90.43769726,ALL,CCLE,Prog_B 2
-5.65745496749878,5.73344278335571,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,115743431,24511,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000167,KE-97,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,52,asian,japan,Asian,peritoneum,,CCLE,RIKEN,Adherent,RPMI 1640 +10%FBS,,5% DMSO,,40.3,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,117.1043494,MM,CCLE,Prog_B 2
-3.38808178901672,0.874289274215698,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,101058484,23455,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000386,KG-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,,59,caucasian,,African_american,,,CCLE,ATCC,suspension,IMDM+20%FBS,,5% DMSO,,78.5,AML,AML,Leukemia:AML,128.4480014,LAML,CCLE,Prog_RBC
-5.92593908309937,6.17817974090576,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,95146025,22995,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000564,KHM-1B,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,53,,,Asian,,,CCLE,HSSRB,"SUSPENSION, LYMPHOCYTE-LIKE",RPMI-1640+10% FBS,,5%DMSO,,112.8,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,142.2057449,MM,CCLE,Prog_B 2
-6.34215307235718,-0.534081935882568,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,110050832,23182,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000773,Ki-JK,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NS,NS,male,,15,,,Asian,,,CCLE,HSSRB,lymphoblast-like,RPMI 1640 medium with 10% fetal calf serum.,,,,,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,208.2736925,,CCLE,Prog_B 2
-5.59351587295532,5.57675123214722,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,99266107,23986,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000815,KM-H2,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,,37,,,Asian,pleura,lymphoma,CCLE,,,,,,,,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,217.276314,,CCLE,Prog_RBC
-5.69701290130615,5.82457637786865,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,103692120,23536,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000889,KMM-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,62,asian,,Asian,,multiple_myeloma,CCLE,HSSRB,lymphocyte-like,RPMI 1640 medium with 10% fetal bovine serum.,,,,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,279.6134094,MM,CCLE,Prog_B 2
-5.85935115814209,6.03049373626709,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,91720414,22563,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000714,KMS-11,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,67,asian,,Asian,,multiple_myeloma,CCLE,HSRRB,adherent,RPMI 1640+20%FBS,,5% DMSO,,82.2,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,191.3080362,MM,CCLE,Prog_B 2
-5.58439540863037,5.63158226013184,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,115753639,23883,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000380,KMS-12-BM,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,64,,,Asian,,Multiple Myeloma,CCLE,DSMZ,Supsension,RPMI-1640+20% FBS,,5% DMSO,,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,127.1502309,MM,CCLE,Prog_B 2
-6.17129230499268,6.64475440979004,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,122442535,23822,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000658,KMS-18,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,,,,,,Asian,,multiple_myeloma,CCLE,NIBRI,,,,,,,multiple_myeloma,multiple_myeloma,,,MM,CCLE,Plasmablast
-5.955810546875,6.16439771652222,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,97818471,25573,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000426,KMS-20,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,65,asian,,Asian,,multiple_myeloma,CCLE,,suspension,RPMI1640+10%FBS,,5%DMSO,,130,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,130.7608683,MM,CCLE,Prog_B 2
-6.48883390426636,7.35548782348633,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,113706059,24644,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000598,KMS-21BM,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,62,asian,,Asian,,,CCLE,HSSRB,lymphocyte-like,RPMI 1640 medium with 10% fetal bovine serum.,,,,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,160.2806444,MM,CCLE,Plasmablast
-5.80565404891968,6.01135587692261,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,124789087,24546,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000588,KMS-26,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,50,asian,,Asian,,multiple_myeloma,CCLE,,suspension,RPMI1640+10%FBS,,5%DMSO,,33.2,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,149.7017082,MM,CCLE,Prog_B 2
-5.86557102203369,6.09553670883179,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,82221785,22874,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000576,KMS-27,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,52,asian,,Asian,,multiple_myeloma,CCLE,,suspension,RPMI1640+10%FBS,,5%DMSO,,73.2,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,169.0552943,MM,CCLE,Prog_B 2
-5.74702215194702,5.91822195053101,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,113283512,23861,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000419,KMS-28BM,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,77,asian,,Asian,,,CCLE,HSSRB,suspension,RPMI +10%FBS,,5% DMSO,,60,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,151.6802434,MM,CCLE,Prog_B 2
-5.73238325119019,5.88864803314209,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,121113538,24779,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000541,KMS-34,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,60,asian,,Asian,,multiple_myeloma,CCLE,HSRRB,Supsension,,,5% DMSO,,85.9,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,136.827034,MM,CCLE,Prog_B 2
-3.27312207221985,0.881315886974335,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,117742087,24149,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000498,KO52,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,male,,46,,,Asian,,,CCLE,HSSRB,,MEM + 10% FBS,,10%DMSO,,,AML,AML,Leukemia:AML,,LAML,CCLE,Prog_RBC
-5.54189157485962,5.59349822998047,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,108589622,21736,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001106,KOPN-8,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,pediatric,0.25,,,Asian,,,CCLE,DSMZ,single round rather small cells growing in suspention,90% RPMI 1640 +10% h. i. FBS,,,~  48 hrs,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,233.7822526,ALL,CCLE,Prog_B 2
-2.30820679664612,-0.103669553995132,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,101802674,23786,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000074,KU812,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myeloid_leukaemia,Ph_positive,NS,male,,38,asian,,Asian,,,CCLE,GNF,,,,,,,CML,CML,Leukemia:CML,91.91227013,LCML,CCLE,Prog_RBC
-2.21656847000122,0.09599269926548,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,97188777,23094,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000604,KYO-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,22,asian,japan,Asian,,,CCLE,DSMZ,Round Cells or clumps in suspension,RPMI+20%FBS,,10%DMSO,,65.8,CML,CML,Leukemia:CML,187.9377337,LCML,CCLE,Prog_RBC
-5.63404893875122,5.47793483734131,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,112351809,25061,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000702,L-1236,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,,34,,,Caucasian,,lymphoma,CCLE,DSMZ,Mix,RPMI+10%FBS,,5%DMSO,48 hrs,89.9,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,160.8997968,,CCLE,Prog_B 2
-5.81532573699951,6.03347444534302,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,116107781,24843,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000183,L-363,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,36,,,Caucasian,,plasma_cell_leukemia,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 15% FBS,,,,60.54,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,92.88219793,MM,CCLE,Prog_B 2
-5.54308223724365,5.48015022277832,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,111415012,23061,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000754,L-428,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,female,,37,,,Caucasian,pleura,lymphoma,CCLE,DSMZ,Supsension,RPMI 1640 +10%FBS,,5% DMSO,,,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,157.597842,,CCLE,Prog_B 2
-5.60649538040161,5.52812576293945,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,87849351,22832,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000806,L-540,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,female,,20,,,Caucasian,bone_marrow,,CCLE,DSMZ,round cells growing singly in suspention,80% RPMI 1640 + 20% h. i. FBS,,,~  70 hrs,,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,189.6209433,,CCLE,Prog_B 2
-2.58403992652893,0.320433527231216,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,123557250,24039,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000301,LAMA-84,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,29,,,Caucasian,,,CCLE,DSMZ,"single, round to polymorph cellsgrowing in suspention, some cells areloosely adherent",90% RPMI 1640 +10% h. i. FBS,,,~  50 hrs,,CML,CML,Leukemia:CML,107.9394111,LCML,CCLE,Prog_RBC
-4.2939944267273,0.883445203304291,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,88938765,23273,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000104,Loucy,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,female,,38,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,T-cell_ALL,T-cell_ALL,Leukemia:ALL,95.836918,ALL,CCLE,Prog_RBC
