refUMAP_1,refUMAP_2,Cell,orig.ident,nCount_RNA,nFeature_RNA,CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,batch,predicted.celltype
-6.47048377990723,7.43296623229981,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,120810115,24682,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000204,LP-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,56,,,Caucasian,,multiple_myeloma,CCLE,HSRRB,Supsension,IMDM + 20% FBS,,5% DMSO,,127.7,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,90.81465525,MM,CCLE,Plasmablast
-2.61409568786621,0.469303011894226,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,106972286,23078,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000602,M-07e,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M7,NS,female,pediatric,0.5,,,Caucasian,,,CCLE,DSMZ,"single round cells in suspention, a few cells are lightly adherent",80-90% Iscove's MDM or RPMI 1640 +10-20% h. i. FBS,1L-3 ( 10ng/ml) or GM-CSF(10ng/ml) or 10-20% vol conditioned medium of cell line 5637(DSM-ACC 35),,~  40 hrs,,AML,AML,Leukemia:AML,112.4325512,LAML,CCLE,Prog_RBC
-5.62618732452393,5.62764263153076,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,104624924,22538,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000583,MC116,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,,,,Caucasian,pleura,undifferentiated B lymphoma,CCLE,ATCC,SUSPENSION LYMPHOBLASTS,RPMI-1640+20%FBS,,5%DMSO,26-28 hrs,44.4,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,132.9188091,DLBC,CCLE,Prog_B 2
-3.30343794822693,0.941291451454163,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,103785921,21923,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000439,ME-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,40,asian,japan,Asian,,,CCLE,DSMZ,SINGLE IN SUSPENSION,RPMI-1640+10% FBS,,5% DMSO,,142.8,AML,AML,Leukemia:AML,166.1564374,LAML,CCLE,Prog_RBC
-5.69771814346314,5.71087217330933,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,125903394,23827,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000405,MEC-1,primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,male,,61,caucasian,,Caucasian,,lymphoma,CCLE,DSMZ,"round  to polymorphic cells growing in suspention, singly or partly in small aggregates, a few cells  are slightly adherent",90% Iscove's MDM +10% h. i. FBS,,,~  40 hrs,,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,123.8583783,CLL,CCLE,Prog_B 2
-2.4679753780365,0.173101246356964,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,111161580,24542,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000072,MEG-01,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,55,,,Asian,,,CCLE,NIBRI,,,,,,,CML,CML,Leukemia:CML,98.17774552,LCML,CCLE,Prog_RBC
-5.55522298812866,5.60186719894409,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,157811853,24551,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000020,MHH-CALL-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,,15,caucasian,,Caucasian,,,CCLE,DSMZ,"single, relatively small round cells growing in suspention",80% RPMI 1640 +20% h. i. FBS,,,~  100 hrs,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,58.29266472,ALL,CCLE,Prog_B 2
-5.61369371414185,5.66832113265991,MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,132584612,24588,MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000032,MHH-CALL-3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,,11,,,Caucasian,,,CCLE,DSMZ,"single,relatively small round cells growing in suspention",80% RPMI 1640 + 20% h. i. FBS,,,~  120 hrs,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,76.82971012,ALL,CCLE,Prog_B 2
-5.64380073547363,5.69064903259277,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,105498324,23470,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000156,MHH-CALL-4,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,,10,caucasian,,Caucasian,,,CCLE,DSMZ,"single, round cells growing in suspention, partly in clusters",80% RPMI 1640 + 20% h. i. FBS,,,~  80-100 hrs,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,82.3890816,ALL,CCLE,Prog_B 2
-5.69699382781982,5.72139835357666,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,163909128,24676,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000220,Mino,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mantle_cell_lymphoma,NS,NS,male,,64,caucasian,,Caucasian,,mantle_cell_lymphoma,CCLE,GNF,,,,,~ 72 hrs,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,107.6976326,DLBC,CCLE,Prog_B 2
-5.4797248840332,5.40352392196655,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,167913606,25522,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000077,MJ,primary,haematopoietic_and_lymphoid_tissue,skin,NS,NS,lymphoid_neoplasm,mycosis_fungoides-Sezary_syndrome,NS,NS,male,,50,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,83.34526686,,CCLE,Prog_B 2
-5.81957149505615,5.99188947677612,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,128578501,24137,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000763,MM1-S,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,,,,,,African_american,,myeloma,CCLE,ACDC LAB,Mixed,RPMI-1640+ 10% FBS,,,,35.9,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,176.9697115,MM,CCLE,Prog_B 2
-5.22147655487061,1.00326406955719,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,102775602,22972,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000362,MOLM-13,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5a,NS,male,,20,,,Asian,,Leukemia,CCLE,DSMZ,suspension; dt=50hrs,RPMI-1640+20%FBS,,5% DMSO,50 hrs,60.6,AML,AML,Leukemia:AML,147.478632,LAML,CCLE,GMP
-2.3815131187439,0.134924903512001,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,163633383,24877,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000369,MOLM-16,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M0,NS,female,,77,asian,japan,Asian,,,CCLE,DSMZ,single or small clumps in suspension,RPMI-1640+20% FBS,10ng/ml GM-CSF,5% DMSO,50-80hrs,73.9,AML,AML,Leukemia:AML,136.4703782,LAML,CCLE,Prog_RBC
-3.33966302871704,0.971415042877197,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,157498814,24642,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000321,MOLM-6,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,44,,,Asian,,,CCLE,DSMZ,SUSPENSION,RPMI-1640 +20%FBS,,5% DMSO,,78.8,CML,CML,Leukemia:CML,175.6826251,LCML,CCLE,Prog_RBC
-6.47925233840942,7.43310737609863,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,113827589,25442,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000453,MOLP-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,55,,,Asian,,,CCLE,DSMZ,round to polymorph cells growing singly or in small clumps,RPMI-1640+20% FBS,,5%DMSO,4 days,310.4,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,147.7800001,MM,CCLE,Plasmablast
-6.1393837928772,6.6778712272644,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,157325857,25153,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000745,MOLP-8,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,52,asian,japan,Asian,,,CCLE,DSMZ,"single round cells in suspention, some cells loosely adherent",80% RPMI 1640 + 20% h. i. FBS,,,~  40 hrs,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,211.6889833,MM,CCLE,Plasmablast
-5.65631008148193,5.50286149978638,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,104747814,26045,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000795,MOLT-13,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,L2,NS,female,,2,,,Caucasian,,,CCLE,DSMZ,Suspension; Extremely slow grower,RPMI-1640 +20% FBS,,5% DMSO,,305.5,T-cell_ALL,T-cell_ALL,Leukemia:ALL,169.7847622,ALL,CCLE,Prog_B 2
-5.63590669631958,5.49646282196045,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,135750420,24440,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000918,MOLT-16,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,female,,5,,,African_american,,,CCLE,DSMZ,round to elongated single cells growing in suspention,80-90% RPMI 1640 +10-20% h. i. FBS,,,~  30 hrs,,T-cell_ALL,T-cell_ALL,Leukemia:ALL,346.9044201,ALL,CCLE,CD4 Memory
-5.628821849823,5.63705110549927,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,154789775,25028,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000964,MOLT-3,,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,19,,,Caucasian,,leukaemia,COSMIC,PT-6ZZI,suspension,RPMI + 10 % FBS,,5% DMSO,,50.9,T-cell_ALL,T-cell_ALL,Leukemia:ALL,529.6768544,ALL,CCLE,Prog_B 2
-5.84578943252564,0.617710828781128,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,105417055,23923,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001129,MONO-MAC-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,,64,,,Caucasian,,,CCLE,DSMZ,"single, round/multiformed cells in suspention",90% RPMI 1640 +10% h. i. FBS,2mM L- glutamine+1x non-essential amino acids+1mM sodium pyruvate,,~  30-50 hrs,77.9,AML,AML,Leukemia:AML,93.81800176,LAML,CCLE,GMP
-4.95869398117065,0.993911683559418,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,132271395,24229,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000006,MONO-MAC-6,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,,64,,,Caucasian,,,CCLE,DSMZ,"single, round/ multiformed cells or small clusters of cells in suspention, sometimes loosely adherent; 1-5% giant cells",90% RPMI 1640 +10% h.i. FBS,2mM L-glutamine + non-essential amino acids +1 mM sodium pyruvate + 10ug/ml human insulin,,~  60 hrs,55.3,AML,AML,Leukemia:AML,77.06523381,LAML,CCLE,GMP
-3.35374522209168,1.0450302362442,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,67497880,23206,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000084,MUTZ-3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,29,,,Caucasian,,,CCLE,DSMZ,Suspension; Extremely slow grower,MEM + 20% FBS,10ng/ml SCF,10%DMSO,,,AML,AML,,83.53472646,LAML,CCLE,Prog_RBC
-5.55470418930054,5.56804990768433,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,152380025,24323,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000492,MUTZ-5,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,,26,,,Caucasian,,,CCLE,DSMZ,SUSPENSION,RPMI-1640 +20% FBS,,5% DMSO,,279.2,B-cell_ALL,B-cell_ALL,Leukemia:ALL,130.1232045,ALL,CCLE,Prog_B 2
-6.36516666412354,-0.301603645086288,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,139730705,23880,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000045,MV-4-11,primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,,10,,,Caucasian,,leukaemia,CCLE,ATCC,suspension,IMDM+10% FBS,,5% DMSO,,55.2,AML,AML,Leukemia:AML,70.07829872,LAML,CCLE,GMP
-5.70802974700928,5.53123664855957,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,170404066,24863,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000130,NALM-19,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,,26,,,Asian,,,CCLE,DSMZ,small single round cells growing in suspension; small clumps,RPMI-1640+20% FBS,,5% DMSO,50-70 hrs,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,117.228861,ALL,CCLE,Prog_B 2
-5.70314264297485,5.55150842666626,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,139842310,24538,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000462,NALM-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,3,,,African_american,,,CCLE,DSMZ,"small, single, round cells in suspention",80-90% RPMI 1640 +10-20% h. i. FBS,,,~  48 hrs,,CML,CML,Leukemia:CML,130.1010779,LCML,CCLE,Prog_B 2
-5.73644781112671,5.44350624084473,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,105612105,23858,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,NALM-6,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,,19,,,Caucasian,,,CCLE,DSMZ,"single, small, round cells in suspention",90% RPMI 1640 +10% h. i. FBS,,,~  36 hrs,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,470.0581531,ALL,CCLE,Prog_B 2
-5.444655418396,5.55719423294067,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,163081186,24816,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000944,NAMALWA,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,female,,3,,,African_american,,lymphoma,CCLE,JCRB,Lymphoblast like; suspension,RPMI-1640+10% FBS,,5% DMSO,,54.1,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,670.6935477,DLBC,CCLE,Prog_B 2
-4.92440891265869,1.31376051902771,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,128375865,24007,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,NB-4,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M3,NS,female,,23,,,Caucasian,,,CCLE,DSMZ,"single cells in suspention, round or polymorphic cells, very few are giant cells",90% rPMI 1640 + 10% h. i. FBS,,,~  35-45 hrs,,AML,AML,Leukemia:AML,110.9067632,LAML,CCLE,GMP
-6.0854115486145,6.56884336471558,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,155164595,25942,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000050,NCI-H929,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,62,caucasian,,Caucasian,pleura,multiple_myeloma,CCLE,,Suspension,RPMI1640+10%FBS,,5%DMSO,,97.2,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,74.63707721,MM,CCLE,Plasmablast
-2.20607566833496,0.0185638535767794,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,182696649,25104,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000076,NCO2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myeloid_leukaemia,NS,NS,female,,35,,,Asian,,,CCLE,HSSRB,,,,,,,CML,CML,Leukemia:CML,110.6743889,LCML,CCLE,Prog_RBC
-6.45572662353516,-0.369872599840164,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,145689436,24771,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000168,NOMO-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,female,,31,,,Asian,,,CCLE,HSRRB,,,,,,66.5,AML,AML,Leukemia:AML,120.1151389,LAML,CCLE,GMP
-5.69567489624023,5.80903100967407,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,160164715,24049,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000388,NU-DHL-1,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,73,caucasian,,Caucasian,lymph_node,,CCLE,DSMZ,"single, round to polymorph  in suspention",80-90% RPMI 1640+ 10-20% h. i. FBS,,,~  50 hrs,,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,124.3967492,DLBC,CCLE,Plasmablast
-5.59308099746704,5.60657548904419,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,120660987,24233,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000287,NU-DUL-1,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,43,caucasian,,Caucasian,cerebrospinal_fluid,,CCLE,DSMZ,polymorphic cells growing singly in suspention,85% RPMI 1640 +15% h. i. FBS,,,~  30-36 hrs,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,87.64649975,DLBC,CCLE,Prog_B 2
-6.51605939865112,-0.654141426086426,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,125879225,24223,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000113,OCI-AML2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,65,,,Caucasian,,,CCLE,DSMZ,"single, round to oval cells  in suspention",80-90% RPMI 1640 +10-20% h. i. FBS,,,~ 30-50 hrs,,AML,AML,Leukemia:AML,102.9637208,LAML,CCLE,GMP
-6.48798227310181,-0.759274184703827,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,121395349,23134,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000336,OCI-AML3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,57,,,Caucasian,,,CCLE,DSMZ,"single, mostly round cells growing in suspention",80% alpha-MEM + 20% h. i. FBS,,,~  35-40 hrs,70.4,AML,AML,Leukemia:AML,96.19953871,LAML,CCLE,Prog_RBC
-3.13368082046509,0.700595438480377,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,123267751,24366,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000065,OCI-AML5,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,77,,,Caucasian,,,CCLE,DSMZ,round cells growing singly or in clumps in suspention,70% alpha-MEM + 20% h. i. FBS,10% vol conditioned medium of cell line 5637 (DSM ACC 35) (or 10ng/ml GM-CSF,,~  30-50 hrs,,AML,AML,Leukemia:AML,86.42270075,LAML,CCLE,Prog_RBC
-5.48276281356812,5.46894979476929,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,145001978,23947,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000124,OCI-LY-19,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,27,,,Caucasian,,germinal center B-cell-like (GCB) DLBCL,CCLE,DSMZ,SUSPENSION,alphaMEM+20%FBS,,5% DMSO,,51.1,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,82.42671335,DLBC,CCLE,Prog_B 2
-5.69796419143677,5.74405765533447,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,246348161,25775,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000158,OCI-LY3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,,,,,,Caucasian,,,CCLE,ACADEMIC,SUSPENSION,RPMI-1640+20%FBS,,5% DMSO,,45.4,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,109.4602923,DLBC,CCLE,Prog_B 2
-2.40629243850708,-0.0285331327468157,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,113373162,23902,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000751,OCI-M1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,,,62,,,Caucasian,,,CCLE,DSMZ,round cells growind singly in suspention,80-90% Iscove's MDM +10-20% h.i. FBS,,,~  30 hrs,,AML,AML,Leukemia:AML,171.0793336,LAML,CCLE,Prog_RBC
